Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Hong Kong SAR, China",HKG,GNI (current US$),NY.GNP.MKTP.CD,1.73047E+11,1.73308E+11,1.67425E+11,1.65523E+11,1.72692E+11,1.8253E+11,1.98108E+11,2.18367E+11,2.32187E+11,2.20466E+11,2.33477E+11,2.553E+11,2.66427E+11,2.80921E+11,2.9747E+11,3.15108E+11,3.28924E+11,3.56514E+11,3.8075E+11,
Honduras,HND,GNI (current US$),NY.GNP.MKTP.CD,6883357866,7310338438,7479819899,7777658083,8321947272,9219041152,10312983518,11878268365,13268915591,13951678356,14983618023,16729546780,17254294351,17137317833,18139304266,19543484972,20199365873,21720693036,22129516297,
Heavily indebted poor countries (HIPC),HPC,GNI (current US$),NY.GNP.MKTP.CD,1.58876E+11,1.50137E+11,1.61703E+11,1.8403E+11,2.12018E+11,2.41424E+11,2.88493E+11,3.44979E+11,4.18685E+11,4.216E+11,4.62231E+11,5.1911E+11,5.55444E+11,5.96573E+11,6.53384E+11,6.44779E+11,6.61593E+11,7.32388E+11,7.12446E+11,
Croatia,HRV,GNI (current US$),NY.GNP.MKTP.CD,21268129142,22696377642,26361731024,33546912856,40883892664,44333534324,49181110422,58835127939,68192687067,60388929068,57798779811,60355978592,54501156795,56762737454,56492159685,49222216132,50063797664,54508067106,60081537124,
Haiti,HTI,GNI (current US$),NY.GNP.MKTP.CD,3966769359,3596845261,3458866468,2944768637,3525853123,4273853401,4758024947,5887515591,6554080572,6597449419,6644821529,7554631991,7945187021,8516597206,8824545103,8759838526,8013843835,8463151298,9711668000,
Hungary,HUN,GNI (current US$),NY.GNP.MKTP.CD,44475804737,50630432392,63764742792,80770413902,97617765695,1.05894E+11,1.08644E+11,1.298E+11,1.4772E+11,1.25055E+11,1.25187E+11,1.34321E+11,1.22768E+11,1.31576E+11,1.3448E+11,1.18882E+11,1.24252E+11,1.35832E+11,1.51556E+11,
IBRD only,IBD,GNI (current US$),NY.GNP.MKTP.CD,5.6817E+12,5.7774E+12,5.89067E+12,6.62144E+12,7.86853E+12,9.39119E+12,1.11737E+13,1.39271E+13,1.67435E+13,1.62222E+13,1.96503E+13,2.31821E+13,2.47064E+13,2.60739E+13,2.70585E+13,2.55563E+13,2.57011E+13,2.83235E+13,3.0069E+13,
IDA & IBRD total,IBT,GNI (current US$),NY.GNP.MKTP.CD,6.12674E+12,6.21918E+12,6.36698E+12,7.15823E+12,8.49761E+12,1.01214E+13,1.20796E+13,1.4986E+13,1.80175E+13,1.74719E+13,2.10941E+13,2.48294E+13,2.64937E+13,2.80111E+13,2.91764E+13,2.76398E+13,2.77609E+13,3.04873E+13,3.22969E+13,
IDA total,IDA,GNI (current US$),NY.GNP.MKTP.CD,4.47534E+11,4.4405E+11,4.79263E+11,5.40139E+11,6.32821E+11,7.34144E+11,9.11461E+11,1.06409E+12,1.28036E+12,1.25677E+12,1.44866E+12,1.64957E+12,1.79119E+12,1.94367E+12,2.12928E+12,2.09813E+12,2.07268E+12,2.17248E+12,2.23509E+12,
IDA blend,IDB,GNI (current US$),NY.GNP.MKTP.CD,1.90938E+11,1.93849E+11,2.14816E+11,2.4275E+11,2.95289E+11,3.52099E+11,4.66335E+11,5.33904E+11,6.35849E+11,5.93756E+11,6.98405E+11,8.09418E+11,8.95598E+11,9.71789E+11,1.06953E+12,1.02494E+12,9.54143E+11,9.42322E+11,9.88528E+11,
Indonesia,IDN,GNI (current US$),NY.GNP.MKTP.CD,1.54078E+11,1.54497E+11,1.89806E+11,2.25747E+11,2.45051E+11,2.71958E+11,3.49038E+11,4.14441E+11,4.92096E+11,5.20695E+11,7.34988E+11,8.68239E+11,8.91961E+11,8.8525E+11,8.60947E+11,8.32299E+11,9.02045E+11,9.82443E+11,1.00986E+12,
IDA only,IDX,GNI (current US$),NY.GNP.MKTP.CD,2.55065E+11,2.48435E+11,2.62229E+11,2.94855E+11,3.33969E+11,3.77508E+11,4.3826E+11,5.22617E+11,6.36271E+11,6.58926E+11,7.44034E+11,8.32977E+11,8.86234E+11,9.61727E+11,1.0482E+12,1.06569E+12,1.11975E+12,1.23996E+12,1.25383E+12,
Isle of Man,IMN,GNI (current US$),NY.GNP.MKTP.CD,1627870548,1731681695,2022014200,2419677637,2938995021,3152518182,3578491260,4369193677,6579402574,5579479670,5636127936,6340049672,6730379147,7201722683,7655555373,6826965623,5851664866,6156099099,,
India,IND,GNI (current US$),NY.GNP.MKTP.CD,4.63419E+11,4.81233E+11,5.1149E+11,6.03193E+11,7.04169E+11,8.14483E+11,9.32915E+11,1.21164E+12,1.19174E+12,1.33388E+12,1.65766E+12,1.80702E+12,1.80618E+12,1.8336E+12,2.01502E+12,2.07918E+12,2.26413E+12,2.62357E+12,2.69104E+12,
Not classified,INX,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GNI (current US$),NY.GNP.MKTP.CD,87033519993,93209831051,1.07268E+11,1.4163E+11,1.67322E+11,1.83277E+11,2.03536E+11,2.33381E+11,2.38176E+11,1.97551E+11,1.86119E+11,1.92966E+11,1.81501E+11,2.01604E+11,2.18817E+11,2.23662E+11,2.46838E+11,2.63941E+11,3.08237E+11,
"Iran, Islamic Rep.",IRN,GNI (current US$),NY.GNP.MKTP.CD,1.09482E+11,1.26925E+11,1.28989E+11,1.53833E+11,1.89735E+11,2.26042E+11,2.66411E+11,3.50836E+11,4.07406E+11,4.13937E+11,4.87149E+11,5.83545E+11,6.03062E+11,4.70607E+11,4.35771E+11,3.8685E+11,4.20281E+11,4.54858E+11,,
Iraq,IRQ,GNI (current US$),NY.GNP.MKTP.CD,,,,,36680330189,50694700136,66035839309,90336564673,1.38651E+11,1.14756E+11,1.40108E+11,1.85548E+11,2.1906E+11,2.33648E+11,2.33547E+11,1.76184E+11,1.73579E+11,1.93273E+11,2.21328E+11,
Iceland,ISL,GNI (current US$),NY.GNP.MKTP.CD,8688310797,7957742336,9333442133,11338316152,13335916436,16018101733,15987097533,20256382259,14073367847,10553993508,11120562233,12847566766,12884269290,15287504222,16897076236,16543802058,19826589745,23965940756,24925636306,
Israel,ISR,GNI (current US$),NY.GNP.MKTP.CD,1.24086E+11,1.25318E+11,1.16707E+11,1.22375E+11,1.31521E+11,1.41292E+11,1.53419E+11,1.78721E+11,2.11894E+11,2.02516E+11,2.29655E+11,2.57945E+11,2.50556E+11,2.86688E+11,3.0768E+11,2.97232E+11,3.16054E+11,3.49685E+11,3.7078E+11,
Italy,ITA,GNI (current US$),NY.GNP.MKTP.CD,1.13946E+12,1.16344E+12,1.26504E+12,1.56656E+12,1.80024E+12,1.86044E+12,1.95565E+12,2.212E+12,2.37693E+12,2.18986E+12,2.1295E+12,2.28619E+12,2.08453E+12,2.1376E+12,2.15932E+12,1.82321E+12,1.88097E+12,1.96767E+12,2.10653E+12,
Jamaica,JAM,GNI (current US$),NY.GNP.MKTP.CD,8641968431,8742556424,9077873918,8841032280,9569921748,10530064000,11288437026,12169090382,13117830202,11402186226,12726016416,13926152736,14608137277,13927034145,13603233952,13755020043,13480937738,14369507624,14997651192,
Jordan,JOR,GNI (current US$),NY.GNP.MKTP.CD,8679703808,9263088858,9785839210,10468631876,11802736248,13022764457,15631664316,17926262341,22691489362,24529492958,26581253521,28980140845,30983028169,33726281690,35912507042,37610915493,38891605634,40502605634,42031859155,
Japan,JPN,GNI (current US$),NY.GNP.MKTP.CD,4.95734E+12,4.36913E+12,4.17344E+12,4.51586E+12,4.90563E+12,4.8585E+12,4.64903E+12,4.65082E+12,5.16991E+12,5.35925E+12,5.84734E+12,6.33188E+12,6.36937E+12,5.3288E+12,5.02497E+12,4.55809E+12,5.09192E+12,5.03772E+12,5.15542E+12,
Kazakhstan,KAZ,GNI (current US$),NY.GNP.MKTP.CD,17037936974,20915732840,23509226573,29087142021,40288541015,51757264449,71550968598,91893261104,1.14115E+11,1.02688E+11,1.28676E+11,1.64903E+11,1.79895E+11,2.11486E+11,1.98777E+11,1.7335E+11,1.24343E+11,1.48657E+11,1.57275E+11,
Kenya,KEN,GNI (current US$),NY.GNP.MKTP.CD,12575576937,12838507614,13026157962,14738442157,15953749660,18731703508,25755442381,31814012977,35863494629,36976859034,39852460837,41961912290,50187342659,54496759863,60579806471,63323677800,68802585365,78082475276,87180159479,
Kyrgyz Republic,KGZ,GNI (current US$),NY.GNP.MKTP.CD,1287694314,1466007124,1547839486,1856986032,2109885371,2372034666,2785941160,3750600469,4933251729,4508678166,4489298355,5538753647,6435809125,6912019652,7160894726,6420146483,6457502674,7331361334,7884749270,
Cambodia,KHM,GNI (current US$),NY.GNP.MKTP.CD,3533900965,3842634360,4096441960,4481379859,5123749225,6005719073,6955909278,8313830824,9926200962,9951177101,10727606651,12229474121,13324765052,14575360631,15825602128,16944761320,18922070560,20803188298,22887888262,
Kiribati,KIR,GNI (current US$),NY.GNP.MKTP.CD,109311166.5,109126926.7,115661740.7,136241649.9,149419383.4,159027826.4,154575301.2,189293782.9,205334675.4,182742941.8,228607594.9,252855079.9,287994408.8,308915813.9,341974040,350770791.1,347053969.7,363863427.3,362372982.7,
St. Kitts and Nevis,KNA,GNI (current US$),NY.GNP.MKTP.CD,403382938.5,440823898,459227820.4,442543098.7,490348814.8,542592592.6,624887555.6,692994222.2,759230037,733165148.1,730985888.9,788113592.6,776637629.6,825152296.3,848968267.6,858366574.3,912505445.7,947051596.7,954794225.2,
"Korea, Rep.",KOR,GNI (current US$),NY.GNP.MKTP.CD,5.57592E+11,5.29398E+11,6.06561E+11,6.77888E+11,7.63314E+11,8.91118E+11,1.00802E+12,1.11927E+12,1.00215E+12,8.998E+11,1.0956E+12,1.20955E+12,1.23536E+12,1.31492E+12,1.41578E+12,1.38653E+12,1.41862E+12,1.53081E+12,1.61835E+12,
Kuwait,KWT,GNI (current US$),NY.GNP.MKTP.CD,44411016949,39790674927,41484698914,51237248322,64627078385,87980479452,1.12515E+11,1.27035E+11,1.58139E+11,1.13646E+11,1.23881E+11,1.63207E+11,1.86767E+11,1.87416E+11,1.77382E+11,1.29419E+11,1.27561E+11,1.40645E+11,1.62552E+11,
Latin America & Caribbean (excluding high income),LAC,GNI (current US$),NY.GNP.MKTP.CD,2.02971E+12,1.98177E+12,1.76043E+12,1.79042E+12,2.04868E+12,2.48807E+12,2.95048E+12,3.50872E+12,4.10643E+12,3.84341E+12,4.77184E+12,5.43628E+12,5.47438E+12,5.61485E+12,5.75478E+12,4.89519E+12,4.74972E+12,5.30188E+12,5.06585E+12,
Lao PDR,LAO,GNI (current US$),NY.GNP.MKTP.CD,1660408279,1699625817,1693883047,1909955902,2269398120,2669821117,3262364203,4075389987,5188404597,5667859296,6675875807,8156454577,9583003017,11299712544,12683089749,13750485328,15126191461,15963624218,17115982080,
Lebanon,LBN,GNI (current US$),NY.GNP.MKTP.CD,17581364842,17575751244,18281858806,16761628740,20331048600,21291942080,22199564306,25618502492,29660422760,35251599024,37911136605,39836304163,44026547695,46648122482,47718785995,49465375439,50421259127,53353823748,56325137274,
Liberia,LBR,GNI (current US$),NY.GNP.MKTP.CD,772600000,749500300,763200400,595100100,730700200,793400200,966999900,1218799900,1566400000,1623399900,1818599900,2273155200,2459030000,2765506500,2811000000,2897000000,2996826000,2982565100,2827000000,
Libya,LBY,GNI (current US$),NY.GNP.MKTP.CD,,,20746889764,26804062500,32876307692,47044214308,55877359927,68348645652,87845701210,63603510172,74744237449,34754942003,79944519299,65088464260,41724850676,29030301187,26947934407,39163538384,49700985128,
St. Lucia,LCA,GNI (current US$),NY.GNP.MKTP.CD,740349222.2,697058259.3,712777666.7,773323703.7,824699703.7,879026370.4,1080386111,1211744593,1214846556,1233585889,1359635963,1424099370,1402659889,1466133259,1452139000,1504704481,1586301519,1708908444,1797926556,
Latin America & Caribbean,LCN,GNI (current US$),NY.GNP.MKTP.CD,2.20893E+12,2.15613E+12,1.9281E+12,1.96516E+12,2.25425E+12,2.72755E+12,3.22547E+12,3.81737E+12,4.44736E+12,4.17255E+12,5.1596E+12,5.87544E+12,5.94071E+12,6.10729E+12,6.23473E+12,5.3658E+12,5.22897E+12,5.81198E+12,5.60406E+12,
Least developed countries: UN classification,LDC,GNI (current US$),NY.GNP.MKTP.CD,2.09472E+11,1.99144E+11,2.16907E+11,2.46179E+11,2.81244E+11,3.27589E+11,3.83376E+11,4.60116E+11,5.69122E+11,5.80172E+11,6.60965E+11,7.56804E+11,8.14172E+11,8.63314E+11,9.54508E+11,9.48954E+11,9.74174E+11,1.09843E+12,1.07817E+12,
Low income,LIC,GNI (current US$),NY.GNP.MKTP.CD,1.34582E+11,1.25623E+11,1.33546E+11,1.45286E+11,1.66948E+11,1.90625E+11,2.16259E+11,2.61353E+11,3.21081E+11,3.34315E+11,3.64166E+11,4.02913E+11,4.49373E+11,4.92769E+11,5.21276E+11,5.13177E+11,5.1907E+11,5.61908E+11,6.11075E+11,
Liechtenstein,LIE,GNI (current US$),NY.GNP.MKTP.CD,2434805779,2241052382,2372898755,2627236950,2858142340,3126084163,3506859148,4120459847,4569661158,3869313482,4285933455,4532319820,3807827663,5110583666,5373886488,5162406484,5912116907,,,
Sri Lanka,LKA,GNI (current US$),NY.GNP.MKTP.CD,16016130113,15467999434,16285197575,18710453792,20457644036,24106796020,27890802430,31997212158,39744290332,41580810963,56108610572,64641180046,67220575627,72566139042,77548357251,78581801881,80205348612,85705080605,86489461056,
Lower middle income,LMC,GNI (current US$),NY.GNP.MKTP.CD,1.27828E+12,1.30334E+12,1.40886E+12,1.6124E+12,1.84626E+12,2.13288E+12,2.57142E+12,3.15164E+12,3.5293E+12,3.61429E+12,4.42874E+12,5.00175E+12,5.24783E+12,5.46156E+12,5.78626E+12,5.76299E+12,6.00803E+12,6.48101E+12,6.66688E+12,
Low & middle income,LMY,GNI (current US$),NY.GNP.MKTP.CD,5.85409E+12,5.93454E+12,6.07953E+12,6.8453E+12,8.12406E+12,9.66795E+12,1.1566E+13,1.43658E+13,1.72558E+13,1.6828E+13,2.03691E+13,2.40148E+13,2.56949E+13,2.7166E+13,2.83306E+13,2.68875E+13,2.70131E+13,2.9665E+13,3.13928E+13,
Lesotho,LSO,GNI (current US$),NY.GNP.MKTP.CD,1130529943,1194386614,1123290825,1654878422,2072881339,2183409542,2243386089,2378680785,2384231020,2325378619,2999377702,3298061599,3092704104,2879292594,2886238829,2544870411,2623126308,2881956500,3127700635,
Late-demographic dividend,LTE,GNI (current US$),NY.GNP.MKTP.CD,3.31368E+12,3.41747E+12,3.61393E+12,4.11703E+12,4.96262E+12,5.98774E+12,7.25088E+12,9.17502E+12,1.14291E+13,1.10098E+13,1.31717E+13,1.605E+13,1.72435E+13,1.85857E+13,1.93648E+13,1.81198E+13,1.81328E+13,2.00751E+13,2.18146E+13,
Lithuania,LTU,GNI (current US$),NY.GNP.MKTP.CD,11332148123,12087153302,14127448671,18336830795,22208958520,25776271178,29639462291,38242007800,46219092053,38139587017,36783308102,42145725284,41483750144,45423347314,47912079395,39898152329,41444522609,45857919611,51713214818,
Luxembourg,LUX,GNI (current US$),NY.GNP.MKTP.CD,18841257693,19140098166,19967435253,24101895034,31761046312,34489643452,34524832267,44049690528,46129697671,34793610725,38380496318,41430433503,39410448633,41234842180,43911039298,37619323317,38640202045,41281165720,45156061646,
Latvia,LVA,GNI (current US$),NY.GNP.MKTP.CD,7924359212,8360014551,9546265348,11674438568,14057493170,16733543248,20897555806,29975598413,35203135507,28090460106,24036550343,28217167941,27973416408,30208550262,31283072126,26936137756,27663388542,30060092993,33817205962,
"Macao SAR, China",MAC,GNI (current US$),NY.GNP.MKTP.CD,6197684995,6811252879,7311150945,8053869745,10038567974,11343523361,13317344465,18297253575,18745813643,19490199517,25080365400,31756054975,36626190566,43430187876,47417773660,41693876018,41659453916,46660740095,50598315268,
St. Martin (French part),MAF,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GNI (current US$),NY.GNP.MKTP.CD,38093597384,38726668265,41585350785,51372062166,59054249617,62069051540,68261901951,78758712449,92310878289,91615593700,91932709214,99660564407,96282277131,1.05369E+11,1.07503E+11,99244697521,1.01326E+11,1.07564E+11,1.15442E+11,
Monaco,MCO,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,GNI (current US$),NY.GNP.MKTP.CD,1309999389,1576493596,1771548169,2215007438,2934789557,3347198768,3809698578,4811415992,6649151751,5745805430,7480680427,8991880573,9519255247,10390814623,10332549296,8194711661,8526490539,10226329985,11992162874,
Madagascar,MDG,GNI (current US$),NY.GNP.MKTP.CD,3807168085,4470148537,4325998434,5394327448,4284689932,4959854711,5435857885,8468327615,10675049887,9503472488,9852279142,11396487190,11264235482,12087771799,12223678818,10946959566,11441223328,12822459004,13455061663,
Maldives,MDV,GNI (current US$),NY.GNP.MKTP.CD,594339124.9,845779436.3,874367273.4,1016714805,1192946750,1132462438,1534500391,1587767023,1989697750,2089951648,2276923141,2479997158,2614022207,2931312227,3342253036,3776960615,4026225703,4334633372,4910834856,
Middle East & North Africa,MEA,GNI (current US$),NY.GNP.MKTP.CD,9.46339E+11,9.58423E+11,9.61131E+11,1.07978E+12,1.26463E+12,1.52599E+12,1.79801E+12,2.14638E+12,2.66349E+12,2.36572E+12,2.75156E+12,3.26177E+12,3.56273E+12,3.54503E+12,3.56594E+12,3.15164E+12,3.18044E+12,3.30163E+12,3.65078E+12,
Mexico,MEX,GNI (current US$),NY.GNP.MKTP.CD,6.92709E+11,7.42674E+11,7.58783E+11,7.16378E+11,7.70594E+11,8.59157E+11,9.60398E+11,1.03499E+12,1.09433E+12,8.84929E+11,1.04522E+12,1.16174E+12,1.17789E+12,1.23737E+12,1.28408E+12,1.14166E+12,1.0495E+12,1.12875E+12,1.18936E+12,
Marshall Islands,MHL,GNI (current US$),NY.GNP.MKTP.CD,151618100,160116500,167548500,167807100,171603200,183821200,184802000,195336900,193634900,191455900,198050300,211299900,212126800,223500300,230094000,248100100,262593500,273486100,282605100,
Middle income,MIC,GNI (current US$),NY.GNP.MKTP.CD,5.72258E+12,5.81078E+12,5.94846E+12,6.70219E+12,7.95905E+12,9.47865E+12,1.13499E+13,1.41037E+13,1.69358E+13,1.65006E+13,2.00036E+13,2.36051E+13,2.52421E+13,2.66734E+13,2.7811E+13,2.63809E+13,2.65017E+13,2.91092E+13,3.07927E+13,
North Macedonia,MKD,GNI (current US$),NY.GNP.MKTP.CD,3702834986,3682393507,3972613685,4886353168,5647430326,6149435138,6833758958,7947225279,9789795391,9334909675,9276084674,10307352628,9534218604,10561423058,11149678567,9747143979,10247976503,10831820325,12140246235,
Mali,MLI,GNI (current US$),NY.GNP.MKTP.CD,2924051198,3299284700,3649581791,4543662842,5262754105,6038384906,6642384317,7924811204,9527511175,9943827256,10259757671,12516311301,11941110864,12813855963,13961536444,12803875822,13636302908,14838127528,16708011169,
Malta,MLT,GNI (current US$),NY.GNP.MKTP.CD,4214702332,4371206811,4713531730,5427444520,6048750249,6190935083,6512831891,7632850397,8751071774,7946548208,8290430200,9201419779,8835863044,9710169323,10865578270,10147574866,10496778587,11725406765,13409208257,
Myanmar,MMR,GNI (current US$),NY.GNP.MKTP.CD,8902068892,6471516939,6773009111,10461011433,10562371915,11979327224,14496330594,20176389556,31851217845,36895847575,49528711971,59964573815,57555811010,58368129301,62821759718,57703807325,61657244097,64732869153,69313830359,
Middle East & North Africa (excluding high income),MNA,GNI (current US$),NY.GNP.MKTP.CD,4.27365E+11,4.49851E+11,4.49169E+11,5.04288E+11,5.8568E+11,6.89818E+11,8.06902E+11,1.004E+12,1.24195E+12,1.19463E+12,1.37509E+12,1.55408E+12,1.71637E+12,1.60899E+12,1.58026E+12,1.42334E+12,1.45696E+12,1.44108E+12,,
Montenegro,MNE,GNI (current US$),NY.GNP.MKTP.CD,1034066685,1217862708,1356512419,1807140111,2180314130,2282062057,2767363568,3723494936,4612753772,4166796471,4110399868,4574714623,4156885391,4551283059,4648830171,4141686703,4412365597,4943496281,5569017587,
Mongolia,MNG,GNI (current US$),NY.GNP.MKTP.CD,1131697255,1265989177,1392055720,1583797331,1981009808,2471681099,3371391056,4137457999,5449590188,4388014379,6609616684,9551980150,11343401729,11871513599,11232542816,10785835876,10265490042,9817032347,11832295000,
Northern Mariana Islands,MNP,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GNI (current US$),NY.GNP.MKTP.CD,5360994129,5085292495,5020099278,6088547512,7289538158,8152273960,8515032428,9831847034,11932758878,11622851822,10746701974,14191564546,16275337990,16915730871,17514171535,15654142407,11678321883,12825377150,14421681032,
Mauritania,MRT,GNI (current US$),NY.GNP.MKTP.CD,1307435089,1263314530,1380277859,1620774858,1899044740,2249047671,2966416679,3295953250,4008053064,3714162658,4268887413,5011032691,5040403250,5446570476,5138746649,4648389946,4562834171,4809245711,5196348022,
Mauritius,MUS,GNI (current US$),NY.GNP.MKTP.CD,4646665747,4627122193,4854526981,5786698801,6564661894,6480647714,7080304402,8374417587,10162585053,9181337180,9912845467,11299763116,12083527454,13061912486,13796111242,12684108886,13229765432,14588067770,15615010137,
Malawi,MWI,GNI (current US$),NY.GNP.MKTP.CD,1707156806,1683359689,3451380076,3167351846,3430244814,3616090551,3960216045,4411999297,5298642688,6132244800,6851157459,7888424223,5892688582,5356898814,5887200679,6199964417,5389693257,6279445666,7045747491,
Malaysia,MYS,GNI (current US$),NY.GNP.MKTP.CD,86182105263,86041052632,94250526316,1.04272E+11,1.18328E+11,1.37212E+11,1.57977E+11,1.8948E+11,2.23909E+11,1.98225E+11,2.46904E+11,2.90893E+11,3.02839E+11,3.12495E+11,3.26872E+11,2.93133E+11,2.92916E+11,3.09969E+11,3.45798E+11,
North America,NAC,GNI (current US$),NY.GNP.MKTP.CD,1.11145E+13,1.14675E+13,1.18015E+13,1.24098E+13,1.33251E+13,1.43258E+13,1.53788E+13,1.59982E+13,1.62226E+13,1.57568E+13,1.67193E+13,1.75985E+13,1.84736E+13,1.90015E+13,1.98415E+13,2.02445E+13,2.05622E+13,2.14687E+13,2.25398E+13,
Namibia,NAM,GNI (current US$),NY.GNP.MKTP.CD,3941875731,3545657006,3395036430,5160233321,6690272010,7148900036,7926899505,8578495898,8348194415,8708821365,10849382547,12075134787,12495078721,12631868878,12759563878,11597680280,11082881411,13193570988,14223928381,
New Caledonia,NCL,GNI (current US$),NY.GNP.MKTP.CD,2682347064,,,,,,,,,,,,,,,,,,,
Niger,NER,GNI (current US$),NY.GNP.MKTP.CD,1781941337,1930329245,2146275950,2705236782,3039991090,3395616379,3647941672,4290922504,5360318424,5338327266,5674648732,6358110913,6806904080,7483216513,8078014708,7064691068,7365230363,7942047105,9083626828,
Nigeria,NGA,GNI (current US$),NY.GNP.MKTP.CD,63300677661,69935153290,89288351910,97252235902,1.26528E+11,1.62767E+11,2.31461E+11,2.63777E+11,3.21881E+11,2.77317E+11,3.43846E+11,3.8755E+11,4.37291E+11,4.89445E+11,5.49528E+11,4.81571E+11,3.95951E+11,3.64253E+11,3.78946E+11,
Nicaragua,NIC,GNI (current US$),NY.GNP.MKTP.CD,4905529007,5082846569,5018313018,5124254284,5603468205,6171335218,6547527145,7227667577,8275046609,8042480223,8508938510,9501463247,10217564695,10655779713,11566772594,12411006054,12928949226,13421542679,12754272996,
Netherlands,NLD,GNI (current US$),NY.GNP.MKTP.CD,4.23909E+11,4.29186E+11,4.70351E+11,5.8495E+11,6.6089E+11,6.7562E+11,7.39029E+11,8.47093E+11,9.2131E+11,8.59569E+11,8.4904E+11,9.16735E+11,8.53335E+11,8.888E+11,8.88776E+11,7.65852E+11,7.71941E+11,8.38081E+11,9.22723E+11,
Norway,NOR,GNI (current US$),NY.GNP.MKTP.CD,1.69045E+11,1.74156E+11,1.96007E+11,2.30151E+11,2.64855E+11,3.12102E+11,3.45669E+11,3.99842E+11,4.6046E+11,3.88764E+11,4.33709E+11,5.03518E+11,5.14423E+11,5.29073E+11,5.15102E+11,4.02696E+11,3.87041E+11,4.16066E+11,4.52694E+11,
Nepal,NPL,GNI (current US$),NY.GNP.MKTP.CD,5514252208,6030204082,6042907942,6321779211,7251117011,8152824773,9112239664,10431055152,12667669492,13007811026,16124973167,19018024537,19003217736,19419867072,20336447095,21755023650,21505656256,25472405094,29257073224,
Nauru,NRU,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,28469775.47,42256490.6,52199307.91,57345283.19,80823720.79,124443699.7,132810813.6,139643991.6,123860304.5,127966225.1,144505618.8,159424334,
New Zealand,NZL,GNI (current US$),NY.GNP.MKTP.CD,49633497036,51147130504,63271338755,84057377977,98052032403,1.07308E+11,1.04119E+11,1.27531E+11,1.2362E+11,1.16364E+11,1.393E+11,1.60834E+11,1.68859E+11,1.8326E+11,1.9272E+11,1.71232E+11,1.81819E+11,1.94716E+11,1.96958E+11,
OECD members,OED,GNI (current US$),NY.GNP.MKTP.CD,2.75293E+13,2.72998E+13,2.84102E+13,3.17776E+13,3.54288E+13,3.74959E+13,3.96876E+13,4.31136E+13,4.54325E+13,4.26553E+13,4.49399E+13,4.84596E+13,4.85658E+13,4.91094E+13,5.02576E+13,4.7417E+13,4.8189E+13,5.02524E+13,5.30808E+13,
Oman,OMN,GNI (current US$),NY.GNP.MKTP.CD,18754220286,18744015605,19081924577,21001300390,24283485046,29882964889,33230689207,41097529259,58145131599,45466696489,55060347464,63799466060,72226644473,75703214564,76688491287,67517076463,64868660598,70135620546,78936280884,
Other small states,OSS,GNI (current US$),NY.GNP.MKTP.CD,86577255882,86942282804,93465448589,1.1669E+11,1.41217E+11,1.68885E+11,2.04383E+11,2.50349E+11,3.03116E+11,2.55543E+11,2.94383E+11,3.69558E+11,3.93456E+11,4.13182E+11,4.27581E+11,3.61246E+11,3.58298E+11,3.96904E+11,4.40386E+11,
Pakistan,PAK,GNI (current US$),NY.GNP.MKTP.CD,73025445760,71373943662,72691117246,85836776507,1.0014E+11,1.11767E+11,1.39768E+11,1.54985E+11,1.73418E+11,1.72564E+11,1.83913E+11,2.23173E+11,2.35976E+11,2.43217E+11,2.58227E+11,2.87068E+11,2.95741E+11,3.21203E+11,3.31365E+11,
Panama,PAN,GNI (current US$),NY.GNP.MKTP.CD,11822273600,11948812600,12836251600,13117829600,14156093700,15381857300,17058485500,19794342700,23547400000,25271800000,26743600000,32630520500,37775261200,42211989500,44982164400,48743113800,52192394200,56477556600,59964800000,
Peru,PER,GNI (current US$),NY.GNP.MKTP.CD,50584450185,51181349334,53584601501,56867481145,63395270900,71336034732,81483192756,94276765740,1.12245E+11,1.13308E+11,1.36693E+11,1.59083E+11,1.80516E+11,1.9081E+11,1.91698E+11,1.83306E+11,1.83939E+11,2.01299E+11,2.11136E+11,
Philippines,PHL,GNI (current US$),NY.GNP.MKTP.CD,94969136240,90090735244,96488561403,99091845242,1.0767E+11,1.22202E+11,1.43938E+11,1.74831E+11,2.04478E+11,2.04243E+11,2.40579E+11,2.68494E+11,3.01388E+11,3.30277E+11,3.44879E+11,3.54141E+11,3.67021E+11,3.77083E+11,3.97063E+11,
Palau,PLW,GNI (current US$),NY.GNP.MKTP.CD,163303700,176481100,183610600,168564300,177562900,206941400,211307000,221461400,221983600,202406400,201635600,212964600,230247600,240130700,259694300,303658400,322939400,300815200,299361900,
Papua New Guinea,PNG,GNI (current US$),NY.GNP.MKTP.CD,3302783384,2831562398,2773645401,3129731125,3558965608,4527603063,7530645132,8824974623,11026790704,10764021501,13182430363,16272984505,20198065687,19541616674,22808959940,21327883154,20529201246,22294230772,22877694119,
