Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.999997944,0.600000237,1.700001767,1.999999466,0.900002177,6.499997678,4.599999989,3.162625227,-0.357401201,-7.200482447,-2.715635262,1.169062198,1.229753657,1.27933102,2.654527985,2.833122226,3.096282182,3.039349203,,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.965310315,3.952560541,3.722956499,2.623286123,5.026343926,4.853003838,4.713828666,5.098068453,3.646811991,-2.015262359,2.014695707,0.401437941,-3.446822086,-6.553078255,-1.863739818,3.374687062,6.746583679,4.361228837,4.060191762,
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.266741359,2.908764881,1.652494054,3.60298946,4.906563763,6.533468805,6.853522334,5.602643684,2.682282726,-4.802572092,2.273420054,1.777833186,-0.799844281,-0.483671042,2.715116133,5.309238518,2.450542386,4.35260352,2.957784473,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.895186947,1.697732361,-0.198459063,-0.713533477,1.1899149,0.721853765,3.814587905,2.984077273,0.962266442,-5.697151628,4.178969038,3.924133418,0.41955108,0.428243262,2.225688749,1.739749823,2.229999967,2.465030029,1.527446298,
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,7.061543242,7.675070086,6.918584624,5.076899643,5.460190759,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.339507407,-0.06280226,-2.828878531,6.353391594,3.050694695,0.65623311,4.658759483,6.353759422,7.120741901,-1.169757154,0.672542759,-0.22367684,-1.058786064,-0.999781098,4.447947365,-2.691108924,2.556494913,-6.79942797,2.264570234,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.746862614,0.823153021,0.466345549,0.390058529,2.668219291,2.336641325,3.913007941,0.909238959,-0.512016735,-4.906547729,1.87099111,1.336777778,0.226499797,0.933340957,1.619393817,2.34259043,3.245957666,2.036165206,2.391329685,
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.66176228,2.459516368,4.495103403,-1.345706185,2.570134279,9.428236947,9.174355406,7.415951712,3.209504264,0.94615517,8.339651056,3.133423005,2.7173679,4.875205089,7.05046369,6.927018774,6.659200262,4.666704676,6.982527584,
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.8,3,5.6,7.2,4.3,5.9,1.7,3.4,2.4,1.6,3.6,2.9,3.4,2.8,3.8,3.7,3.2,1.3,1.4,
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.504498541,6.7073347,7.857423237,8.723621417,8.918505696,9.702904847,10.76138932,12.15790652,8.431786248,7.703662123,9.78277619,8.4665278,7.509822363,7.209832762,6.772925057,6.505479935,6.376674719,6.475257111,6.295330608,
